region,product,year,rev_op_type,sales_budget_type,month,amount,mom_growth,vs_budget,seasonal_index
SG,CDE,2025,Net,Actual,Sep,286744906,2.6517,268840345,0.0606
SG,CDE,2025,Net,Actual,Oct,122579740,0.4275,26293931,0.0259
SG,CDE,2025,Net,Actual,Nov,1148814456,9.372,-363228212,0.2429
SG,CDE,2025,Net,Actual,Dec,310695565,0.2704,219617135,0.0657
SG,CDE,2025,Net,Budget,Jan,480381801,,0,0.136
SG,CDE,2025,Net,Budget,Feb,745515998,1.5519,0,0.211
SG,CDE,2025,Net,Budget,Mar,128744198,0.1727,0,0.0364
SG,CDE,2025,Net,Budget,Apr,56175147,0.4363,0,0.0159
SG,CDE,2025,Net,Budget,May,274417681,4.885,0,0.0777
SG,CDE,2025,Net,Budget,Jun,113024588,0.4119,0,0.032
SG,CDE,2025,Net,Budget,Jul,-792528,-0.007,0,-0.0002
SG,CDE,2025,Net,Budget,Aug,17955197,-22.6556,0,0.0051
SG,CDE,2025,Net,Budget,Sep,17904561,0.9972,0,0.0051
SG,CDE,2025,Net,Budget,Oct,96285809,5.3777,0,0.0273
SG,CDE,2025,Net,Budget,Nov,1512042668,15.7037,0,0.428
SG,CDE,2025,Net,Budget,Dec,91078430,0.0602,0,0.0258
SG,CDE,2025,Net,Forecast,Jan,2040079641,,1559697840,0.3743
SG,CDE,2025,Net,Forecast,Feb,18573744,0.0091,-726942254,0.0034
SG,CDE,2025,Net,Forecast,Mar,12120795,0.6526,-116623403,0.0022
SG,CDE,2025,Net,Forecast,Apr,450944913,37.2042,394769766,0.0827
SG,CDE,2025,Net,Forecast,May,12116891,0.0269,-262300790,0.0022
SG,CDE,2025,Net,Forecast,Jun,460237934,37.9832,347213346,0.0844
SG,CDE,2025,Net,Forecast,Jul,-1092130,-0.0024,-299602,-0.0002
SG,CDE,2025,Net,Forecast,Aug,197673931,-180.9985,179718734,0.0363
SG,CDE,2025,Net,Forecast,Sep,721523425,3.6501,703618864,0.1324
SG,CDE,2025,Net,Forecast,Oct,467132385,0.6474,370846576,0.0857
SG,CDE,2025,Net,Forecast,Nov,872765314,1.8683,-639277354,0.1601
SG,CDE,2025,Net,Forecast,Dec,198983722,0.228,107905292,0.0365
SG,CDE,2025,Op,Actual,Jan,2017674366,,489627837,0.3701
SG,CDE,2025,Op,Actual,Feb,386161876,0.1914,-47011344,0.0708
SG,CDE,2025,Op,Actual,Mar,95654298,0.2477,70715715,0.0175
SG,CDE,2025,Op,Actual,Apr,148545403,1.5529,15401296,0.0272
SG,CDE,2025,Op,Actual,May,427181290,2.8758,78270320,0.0783
SG,CDE,2025,Op,Actual,Jun,369133804,0.8641,3074421,0.0677
SG,CDE,2025,Op,Actual,Jul,-175816,-0.0005,302138,-0.0
SG,CDE,2025,Op,Actual,Aug,162958781,-926.8712,100333959,0.0299
SG,CDE,2025,Op,Actual,Sep,355390498,2.1809,339525515,0.0652
SG,CDE,2025,Op,Actual,Oct,43921293,0.1236,-155404735,0.0081
SG,CDE,2025,Op,Actual,Nov,1245580106,28.3594,315537069,0.2285
SG,CDE,2025,Op,Actual,Dec,200257032,0.1608,-187434095,0.0367
SG,CDE,2025,Op,Budget,Jan,1528046529,,0,0.345
SG,CDE,2025,Op,Budget,Feb,433173220,0.2835,0,0.0978
SG,CDE,2025,Op,Budget,Mar,24938583,0.0576,0,0.0056
SG,CDE,2025,Op,Budget,Apr,133144107,5.3389,0,0.0301
SG,CDE,2025,Op,Budget,May,348910970,2.6206,0,0.0788
SG,CDE,2025,Op,Budget,Jun,366059383,1.0491,0,0.0826
SG,CDE,2025,Op,Budget,Jul,-477954,-0.0013,0,-0.0001
SG,CDE,2025,Op,Budget,Aug,62624822,-131.0269,0,0.0141
SG,CDE,2025,Op,Budget,Sep,15864983,0.2533,0,0.0036
SG,CDE,2025,Op,Budget,Oct,199326028,12.5639,0,0.045
SG,CDE,2025,Op,Budget,Nov,930043037,4.6659,0,0.21
SG,CDE,2025,Op,Budget,Dec,387691127,0.4169,0,0.0875
SG,CDE,2025,Op,Forecast,Jan,258722081,,-1269324448,0.0714
SG,CDE,2025,Op,Forecast,Feb,739083003,2.8567,305909783,0.204
SG,CDE,2025,Op,Forecast,Mar,136465723,0.1846,111527140,0.0377
SG,CDE,2025,Op,Forecast,Apr,657538070,4.8183,524393963,0.1815
SG,CDE,2025,Op,Forecast,May,194164911,0.2953,-154746059,0.0536
SG,CDE,2025,Op,Forecast,Jun,106870964,0.5504,-259188419,0.0295
SG,CDE,2025,Op,Forecast,Jul,-181002,-0.0017,296952,-0.0
SG,CDE,2025,Op,Forecast,Aug,167215553,-923.8326,104590731,0.0462
SG,CDE,2025,Op,Forecast,Sep,224392396,1.3419,208527413,0.0619
SG,CDE,2025,Op,Forecast,Oct,426581725,1.9011,227255697,0.1178
SG,CDE,2025,Op,Forecast,Nov,392799929,0.9208,-537243108,0.1084
SG,CDE,2025,Op,Forecast,Dec,318526466,0.8109,-69164661,0.0879
SG,PJ,2024,Gross,Actual,Jan,83565033,,-125226163,0.0281
SG,PJ,2024,Gross,Actual,Feb,118588545,1.4191,-426361386,0.0398
SG,PJ,2024,Gross,Actual,Mar,150184285,1.2664,103359240,0.0504
SG,PJ,2024,Gross,Actual,Apr,220946618,1.4712,-330316487,0.0742
SG,PJ,2024,Gross,Actual,May,177006930,0.8011,23383507,0.0595
SG,PJ,2024,Gross,Actual,Jun,252504273,1.4265,-148776525,0.0848
SG,PJ,2024,Gross,Actual,Jul,23130,0.0001,-27831,0.0
SG,PJ,2024,Gross,Actual,Aug,188686100,8157.6351,25705876,0.0634
SG,PJ,2024,Gross,Actual,Sep,588133011,3.117,-147972268,0.1975
SG,PJ,2024,Gross,Actual,Oct,88253093,0.1501,-460577239,0.0296
SG,PJ,2024,Gross,Actual,Nov,857358941,9.7148,-358211479,0.288
SG,PJ,2024,Gross,Actual,Dec,252007005,0.2939,124589997,0.0846
SG,PJ,2024,Gross,Budget,Jan,208791196,,0,0.0444
SG,PJ,2024,Gross,Budget,Feb,544949931,2.61,0,0.116
SG,PJ,2024,Gross,Budget,Mar,46825045,0.0859,0,0.01
SG,PJ,2024,Gross,Budget,Apr,551263105,11.7728,0,0.1173
SG,PJ,2024,Gross,Budget,May,153623423,0.2787,0,0.0327
SG,PJ,2024,Gross,Budget,Jun,401280798,2.6121,0,0.0854
SG,PJ,2024,Gross,Budget,Jul,50961,0.0001,0,0.0
SG,PJ,2024,Gross,Budget,Aug,162980224,3198.1363,0,0.0347
SG,PJ,2024,Gross,Budget,Sep,736105279,4.5165,0,0.1567
SG,PJ,2024,Gross,Budget,Oct,548830332,0.7456,0,0.1168
SG,PJ,2024,Gross,Budget,Nov,1215570420,2.2148,0,0.2588
SG,PJ,2024,Gross,Budget,Dec,127417008,0.1048,0,0.0271
SG,PJ,2024,Gross,Forecast,Jan,917063967,,708272771,0.2487
SG,PJ,2024,Gross,Forecast,Feb,326796920,0.3564,-218153011,0.0886
SG,PJ,2024,Gross,Forecast,Mar,125393499,0.3837,78568454,0.034
SG,PJ,2024,Gross,Forecast,Apr,66199025,0.5279,-485064080,0.018
SG,PJ,2024,Gross,Forecast,May,281310876,4.2495,127687453,0.0763
SG,PJ,2024,Gross,Forecast,Jun,202597819,0.7202,-198682979,0.0549
SG,PJ,2024,Gross,Forecast,Jul,72466,0.0004,21505,0.0
SG,PJ,2024,Gross,Forecast,Aug,40174062,554.385,-122806162,0.0109
SG,PJ,2024,Gross,Forecast,Sep,395683099,9.8492,-340422180,0.1073
SG,PJ,2024,Gross,Forecast,Oct,5792012,0.0146,-543038320,0.0016
SG,PJ,2024,Gross,Forecast,Nov,1182512532,204.1627,-33057888,0.3207
SG,PJ,2024,Gross,Forecast,Dec,143470805,0.1213,16053797,0.0389
SG,PJ,2024,Net,Actual,Jan,716468870,,296649497,0.1527
SG,PJ,2024,Net,Actual,Feb,855457315,1.194,72026787,0.1823
SG,PJ,2024,Net,Actual,Mar,58199253,0.068,-17897093,0.0124
SG,PJ,2024,Net,Actual,Apr,216198848,3.7148,-80268351,0.0461
SG,PJ,2024,Net,Actual,May,138372574,0.64,-351657400,0.0295
SG,PJ,2024,Net,Actual,Jun,334246223,2.4156,115135781,0.0712
SG,PJ,2024,Net,Actual,Jul,-1240595,-0.0037,-808985,-0.0003
SG,PJ,2024,Net,Actual,Aug,187321355,-150.9932,179760734,0.0399
SG,PJ,2024,Net,Actual,Sep,6504596,0.0347,-183335818,0.0014
SG,PJ,2024,Net,Actual,Oct,104242423,16.026,-27492303,0.0222
SG,PJ,2024,Net,Actual,Nov,1713665240,16.4392,1365421238,0.3652
SG,PJ,2024,Net,Actual,Dec,362991889,0.2118,250378739,0.0774
SG,PJ,2024,Net,Budget,Jan,419819373,,0,0.1365
SG,PJ,2024,Net,Budget,Feb,783430528,1.8661,0,0.2548
SG,PJ,2024,Net,Budget,Mar,76096346,0.0971,0,0.0248
SG,PJ,2024,Net,Budget,Apr,296467199,3.8959,0,0.0964
SG,PJ,2024,Net,Budget,May,490029974,1.6529,0,0.1594
SG,PJ,2024,Net,Budget,Jun,219110442,0.4471,0,0.0713
SG,PJ,2024,Net,Budget,Jul,-431610,-0.002,0,-0.0001
SG,PJ,2024,Net,Budget,Aug,7560621,-17.5173,0,0.0025
SG,PJ,2024,Net,Budget,Sep,189840414,25.1091,0,0.0617
SG,PJ,2024,Net,Budget,Oct,131734726,0.6939,0,0.0428
SG,PJ,2024,Net,Budget,Nov,348244002,2.6435,0,0.1133
SG,PJ,2024,Net,Budget,Dec,112613150,0.3234,0,0.0366
SG,PJ,2024,Net,Forecast,Jan,825293312,,405473939,0.1824
SG,PJ,2024,Net,Forecast,Feb,838762015,1.0163,55331487,0.1854
SG,PJ,2024,Net,Forecast,Mar,35025651,0.0418,-41070695,0.0077
SG,PJ,2024,Net,Forecast,Apr,173484140,4.9531,-122983059,0.0384
SG,PJ,2024,Net,Forecast,May,483811670,2.7888,-6218304,0.107
SG,PJ,2024,Net,Forecast,Jun,381337168,0.7882,162226726,0.0843
SG,PJ,2024,Net,Forecast,Jul,-728671,-0.0019,-297061,-0.0002
SG,PJ,2024,Net,Forecast,Aug,113871981,-156.2735,106311360,0.0252
SG,PJ,2024,Net,Forecast,Sep,121169191,1.0641,-68671223,0.0268
SG,PJ,2024,Net,Forecast,Oct,151580115,1.251,19845389,0.0335
SG,PJ,2024,Net,Forecast,Nov,1084934138,7.1575,736690136,0.2398
SG,PJ,2024,Net,Forecast,Dec,315044625,0.2904,202431475,0.0696
SG,PJ,2024,Op,Actual,Jan,1515083765,,163222285,0.3281
SG,PJ,2024,Op,Actual,Feb,152323657,0.1005,-600613183,0.033
SG,PJ,2024,Op,Actual,Mar,1131904,0.0074,-23630199,0.0002
SG,PJ,2024,Op,Actual,Apr,303556636,268.1823,-346181243,0.0657
SG,PJ,2024,Op,Actual,May,144638497,0.4765,16061105,0.0313
SG,PJ,2024,Op,Actual,Jun,395217008,2.7324,-10098224,0.0856
SG,PJ,2024,Op,Actual,Jul,-791545,-0.002,-302836,-0.0002
SG,PJ,2024,Op,Actual,Aug,178710633,-225.7744,38606785,0.0387
SG,PJ,2024,Op,Actual,Sep,56955908,0.3187,-364803865,0.0123
SG,PJ,2024,Op,Actual,Oct,308329576,5.4135,26954220,0.0668
SG,PJ,2024,Op,Actual,Nov,1276297161,4.1394,686706625,0.2764
SG,PJ,2024,Op,Actual,Dec,286171862,0.2242,224574403,0.062
SG,PJ,2024,Op,Budget,Jan,1351861480,,0,0.2812
SG,PJ,2024,Op,Budget,Feb,752936840,0.557,0,0.1566
SG,PJ,2024,Op,Budget,Mar,24762103,0.0329,0,0.0052
SG,PJ,2024,Op,Budget,Apr,649737879,26.2392,0,0.1352
SG,PJ,2024,Op,Budget,May,128577392,0.1979,0,0.0267
SG,PJ,2024,Op,Budget,Jun,405315232,3.1523,0,0.0843
SG,PJ,2024,Op,Budget,Jul,-488709,-0.0012,0,-0.0001
SG,PJ,2024,Op,Budget,Aug,140103848,-286.6815,0,0.0291
SG,PJ,2024,Op,Budget,Sep,421759773,3.0103,0,0.0877
SG,PJ,2024,Op,Budget,Oct,281375356,0.6671,0,0.0585
SG,PJ,2024,Op,Budget,Nov,589590536,2.0954,0,0.1226
SG,PJ,2024,Op,Budget,Dec,61597459,0.1045,0,0.0128
SG,PJ,2024,Op,Forecast,Jan,331048915,,-1020812565,0.1126
SG,PJ,2024,Op,Forecast,Feb,384703288,1.1621,-368233552,0.1309
SG,PJ,2024,Op,Forecast,Mar,84914511,0.2207,60152408,0.0289
SG,PJ,2024,Op,Forecast,Apr,323343982,3.8079,-326393897,0.11
SG,PJ,2024,Op,Forecast,May,284840832,0.8809,156263440,0.0969
SG,PJ,2024,Op,Forecast,Jun,30151150,0.1059,-375164082,0.0103
SG,PJ,2024,Op,Forecast,Jul,-361026,-0.012,127683,-0.0001
SG,PJ,2024,Op,Forecast,Aug,178430085,-494.2306,38326237,0.0607
SG,PJ,2024,Op,Forecast,Sep,15848674,0.0888,-405911099,0.0054
SG,PJ,2024,Op,Forecast,Oct,87480738,5.5198,-193894618,0.0298
SG,PJ,2024,Op,Forecast,Nov,1078864268,12.3326,489273732,0.367
SG,PJ,2024,Op,Forecast,Dec,140436709,0.1302,78839250,0.0478
SG,PJ,2025,Gross,Actual,Jan,1475800000,,-606683341,0.2241
SG,PJ,2025,Gross,Actual,Feb,607950000,0.4119,557202162,0.0923
SG,PJ,2025,Gross,Actual,Mar,331560000,0.5454,34664240,0.0503
SG,PJ,2025,Gross,Actual,Apr,831960000,2.5092,558253504,0.1263
SG,PJ,2025,Gross,Actual,May,364090000,0.4376,291976517,0.0553
SG,PJ,2025,Gross,Actual,Jun,406212500,1.1157,-83984319,0.0617
SG,PJ,2025,Gross,Actual,Jul,80000,0.0002,57326,0.0
SG,PJ,2025,Gross,Actual,Aug,142000000,1775.0,-49067632,0.0216
SG,PJ,2025,Gross,Actual,Sep,539883500,3.802,107256260,0.082
SG,PJ,2025,Gross,Actual,Oct,433254000,0.8025,-66024460,0.0658
SG,PJ,2025,Gross,Actual,Nov,1182152600,2.7285,994898429,0.1795
SG,PJ,2025,Gross,Actual,Dec,270562800,0.2289,10731620,0.0411
SG,PJ,2025,Gross,Budget,Jan,2082483341,,0,0.4306
SG,PJ,2025,Gross,Budget,Feb,50747838,0.0244,0,0.0105
SG,PJ,2025,Gross,Budget,Mar,296895760,5.8504,0,0.0614
SG,PJ,2025,Gross,Budget,Apr,273706496,0.9219,0,0.0566
SG,PJ,2025,Gross,Budget,May,72113483,0.2635,0,0.0149
SG,PJ,2025,Gross,Budget,Jun,490196819,6.7976,0,0.1014
SG,PJ,2025,Gross,Budget,Jul,22674,0.0,0,0.0
SG,PJ,2025,Gross,Budget,Aug,191067632,8426.7281,0,0.0395
SG,PJ,2025,Gross,Budget,Sep,432627240,2.2643,0,0.0895
SG,PJ,2025,Gross,Budget,Oct,499278460,1.1541,0,0.1032
SG,PJ,2025,Gross,Budget,Nov,187254171,0.375,0,0.0387
SG,PJ,2025,Gross,Budget,Dec,259831180,1.3876,0,0.0537
SG,PJ,2025,Gross,Forecast,Jan,1287656304,,-794827037,0.3197
SG,PJ,2025,Gross,Forecast,Feb,63688683,0.0495,12940845,0.0158
SG,PJ,2025,Gross,Forecast,Mar,183970357,2.8886,-112925403,0.0457
SG,PJ,2025,Gross,Forecast,Apr,231642715,1.2591,-42063781,0.0575
SG,PJ,2025,Gross,Forecast,May,15809734,0.0683,-56303749,0.0039
SG,PJ,2025,Gross,Forecast,Jun,401955915,25.4246,-88240904,0.0998
SG,PJ,2025,Gross,Forecast,Jul,59961,0.0001,37287,0.0
SG,PJ,2025,Gross,Forecast,Aug,137491868,2293.0216,-53575764,0.0341
SG,PJ,2025,Gross,Forecast,Sep,399359983,2.9046,-33267257,0.0991
SG,PJ,2025,Gross,Forecast,Oct,237488656,0.5947,-261789804,0.059
SG,PJ,2025,Gross,Forecast,Nov,761057895,3.2046,573803724,0.1889
SG,PJ,2025,Gross,Forecast,Dec,308027056,0.4047,48195876,0.0765
SG,PJ,2025,Net,Actual,Jan,1419750000,,402822303,0.2352
SG,PJ,2025,Net,Actual,Feb,570580000,0.4019,254595334,0.0945
SG,PJ,2025,Net,Actual,Mar,100220000,0.1756,4691366,0.0166
SG,PJ,2025,Net,Actual,Apr,806170000,8.044,624441365,0.1336
SG,PJ,2025,Net,Actual,May,336680000,0.4176,-71621607,0.0558
SG,PJ,2025,Net,Actual,Jun,316405400,0.9398,-121213441,0.0524
SG,PJ,2025,Net,Actual,Jul,-900000,-0.0028,-665572,-0.0001
SG,PJ,2025,Net,Actual,Aug,137740000,-153.0444,26987448,0.0228
SG,PJ,2025,Net,Actual,Sep,506591200,3.6779,-252260542,0.0839
SG,PJ,2025,Net,Actual,Oct,420262300,0.8296,245060102,0.0696
SG,PJ,2025,Net,Actual,Nov,1146773500,2.7287,1128297651,0.19
SG,PJ,2025,Net,Actual,Dec,275860500,0.2406,-124949766,0.0457
SG,PJ,2025,Net,Budget,Jan,1016927697,,0,0.2594
SG,PJ,2025,Net,Budget,Feb,315984666,0.3107,0,0.0806
SG,PJ,2025,Net,Budget,Mar,95528634,0.3023,0,0.0244
SG,PJ,2025,Net,Budget,Apr,181728635,1.9023,0,0.0464
SG,PJ,2025,Net,Budget,May,408301607,2.2468,0,0.1042
SG,PJ,2025,Net,Budget,Jun,437618841,1.0718,0,0.1116
SG,PJ,2025,Net,Budget,Jul,-234428,-0.0005,0,-0.0001
SG,PJ,2025,Net,Budget,Aug,110752552,-472.4374,0,0.0283
SG,PJ,2025,Net,Budget,Sep,758851742,6.8518,0,0.1936
SG,PJ,2025,Net,Budget,Oct,175202198,0.2309,0,0.0447
SG,PJ,2025,Net,Budget,Nov,18475849,0.1055,0,0.0047
SG,PJ,2025,Net,Budget,Dec,400810266,21.6937,0,0.1022
SG,PJ,2025,Net,Forecast,Jan,915594069,,-101333628,0.2115
SG,PJ,2025,Net,Forecast,Feb,49294977,0.0538,-266689689,0.0114
SG,PJ,2025,Net,Forecast,Mar,103015313,2.0898,7486679,0.0238
SG,PJ,2025,Net,Forecast,Apr,234625196,2.2776,52896561,0.0542
SG,PJ,2025,Net,Forecast,May,419232044,1.7868,10930437,0.0968
SG,PJ,2025,Net,Forecast,Jun,381569076,0.9102,-56049765,0.0881
SG,PJ,2025,Net,Forecast,Jul,-1064428,-0.0028,-830000,-0.0002
SG,PJ,2025,Net,Forecast,Aug,187711004,-176.3492,76958452,0.0434
SG,PJ,2025,Net,Forecast,Sep,744882702,3.9682,-13969040,0.1721
SG,PJ,2025,Net,Forecast,Oct,254530914,0.3417,79328716,0.0588
SG,PJ,2025,Net,Forecast,Nov,854839414,3.3585,836363565,0.1975
SG,PJ,2025,Net,Forecast,Dec,185051068,0.2165,-215759198,0.0427
SG,PJ,2025,Op,Actual,Jan,1419750000,,-292076931,0.2352
SG,PJ,2025,Op,Actual,Feb,570580000,0.4019,-72922004,0.0945
SG,PJ,2025,Op,Actual,Mar,100220000,0.1756,62277160,0.0166
SG,PJ,2025,Op,Actual,Apr,806170000,8.044,-153951640,0.1336
SG,PJ,2025,Op,Actual,May,336680000,0.4176,-153514872,0.0558
SG,PJ,2025,Op,Actual,Jun,316405400,0.9398,59950467,0.0524
SG,PJ,2025,Op,Actual,Jul,-900000,-0.0028,-267587,-0.0001
SG,PJ,2025,Op,Actual,Aug,137740000,-153.0444,67359095,0.0228
SG,PJ,2025,Op,Actual,Sep,506591200,3.6779,243774406,0.0839
SG,PJ,2025,Op,Actual,Oct,420262300,0.8296,250046893,0.0696
SG,PJ,2025,Op,Actual,Nov,1146773500,2.7287,27506347,0.19
SG,PJ,2025,Op,Actual,Dec,275860500,0.2406,-59815420,0.0457
SG,PJ,2025,Op,Budget,Jan,1711826931,,0,0.2826
SG,PJ,2025,Op,Budget,Feb,643502004,0.3759,0,0.1062
SG,PJ,2025,Op,Budget,Mar,37942840,0.059,0,0.0063
SG,PJ,2025,Op,Budget,Apr,960121640,25.3044,0,0.1585
SG,PJ,2025,Op,Budget,May,490194872,0.5106,0,0.0809
SG,PJ,2025,Op,Budget,Jun,256454933,0.5232,0,0.0423
SG,PJ,2025,Op,Budget,Jul,-632413,-0.0025,0,-0.0001
SG,PJ,2025,Op,Budget,Aug,70380905,-111.2895,0,0.0116
SG,PJ,2025,Op,Budget,Sep,262816794,3.7342,0,0.0434
SG,PJ,2025,Op,Budget,Oct,170215407,0.6477,0,0.0281
SG,PJ,2025,Op,Budget,Nov,1119267153,6.5756,0,0.1848
SG,PJ,2025,Op,Budget,Dec,335675920,0.2999,0,0.0554
SG,PJ,2025,Op,Forecast,Jan,1626309122,,-85517809,0.3051
SG,PJ,2025,Op,Forecast,Feb,198830400,0.1223,-444671604,0.0373
SG,PJ,2025,Op,Forecast,Mar,100665333,0.5063,62722493,0.0189
SG,PJ,2025,Op,Forecast,Apr,464884125,4.6181,-495237515,0.0872
SG,PJ,2025,Op,Forecast,May,163348202,0.3514,-326846670,0.0306
SG,PJ,2025,Op,Forecast,Jun,301300452,1.8445,44845519,0.0565
SG,PJ,2025,Op,Forecast,Jul,-1343945,-0.0045,-711532,-0.0003
SG,PJ,2025,Op,Forecast,Aug,22117960,-16.4575,-48262945,0.0041
SG,PJ,2025,Op,Forecast,Sep,648123251,29.303,385306457,0.1216
SG,PJ,2025,Op,Forecast,Oct,541831397,0.836,371615990,0.1016
SG,PJ,2025,Op,Forecast,Nov,1029588040,1.9002,-89679113,0.1931
SG,PJ,2025,Op,Forecast,Dec,234967637,0.2282,-100708283,0.0441
TH,CDE,2024,Gross,Actual,Jan,757924375,,-1623795193,0.0889
TH,CDE,2024,Gross,Actual,Feb,910426677,1.2012,-491402396,0.1067
TH,CDE,2024,Gross,Actual,Mar,1920243180,2.1092,1409352168,0.2251
TH,CDE,2024,Gross,Actual,Apr,1014641863,0.5284,573672475,0.1189
TH,CDE,2024,Gross,Actual,May,269084565,0.2652,-425400403,0.0315
TH,CDE,2024,Gross,Actual,Jun,1456633972,5.4133,1412902031,0.1708
TH,CDE,2024,Gross,Actual,Jul,345473721,0.2372,-344495210,0.0405
TH,CDE,2024,Gross,Actual,Aug,755093574,2.1857,133376339,0.0885
TH,CDE,2024,Gross,Actual,Sep,140169816,0.1856,-685436385,0.0164
TH,CDE,2024,Gross,Actual,Oct,459990725,3.2817,-742884405,0.0539
TH,CDE,2024,Gross,Actual,Nov,238827337,0.5192,-139751869,0.028
TH,CDE,2024,Gross,Actual,Dec,261488592,1.0949,38464931,0.0307
TH,CDE,2024,Gross,Budget,Jan,2381719568,,0,0.253
TH,CDE,2024,Gross,Budget,Feb,1401829073,0.5886,0,0.1489
TH,CDE,2024,Gross,Budget,Mar,510891012,0.3644,0,0.0543
TH,CDE,2024,Gross,Budget,Apr,440969388,0.8631,0,0.0468
TH,CDE,2024,Gross,Budget,May,694484968,1.5749,0,0.0738
TH,CDE,2024,Gross,Budget,Jun,43731941,0.063,0,0.0046
TH,CDE,2024,Gross,Budget,Jul,689968931,15.7772,0,0.0733
TH,CDE,2024,Gross,Budget,Aug,621717235,0.9011,0,0.066
TH,CDE,2024,Gross,Budget,Sep,825606201,1.3279,0,0.0877
TH,CDE,2024,Gross,Budget,Oct,1202875130,1.457,0,0.1278
TH,CDE,2024,Gross,Budget,Nov,378579206,0.3147,0,0.0402
TH,CDE,2024,Gross,Budget,Dec,223023661,0.5891,0,0.0237
TH,CDE,2024,Gross,Forecast,Jan,1877912982,,-503806586,0.1908
TH,CDE,2024,Gross,Forecast,Feb,1581612042,0.8422,179782969,0.1607
TH,CDE,2024,Gross,Forecast,Mar,65794482,0.0416,-445096530,0.0067
TH,CDE,2024,Gross,Forecast,Apr,438221148,6.6605,-2748240,0.0445
TH,CDE,2024,Gross,Forecast,May,1393680975,3.1803,699196007,0.1416
TH,CDE,2024,Gross,Forecast,Jun,823569027,0.5909,779837086,0.0837
TH,CDE,2024,Gross,Forecast,Jul,855013130,1.0382,165044199,0.0869
TH,CDE,2024,Gross,Forecast,Aug,608608099,0.7118,-13109136,0.0618
TH,CDE,2024,Gross,Forecast,Sep,1139586638,1.8724,313980437,0.1158
TH,CDE,2024,Gross,Forecast,Oct,466458874,0.4093,-736416256,0.0474
TH,CDE,2024,Gross,Forecast,Nov,81599443,0.1749,-296979763,0.0083
TH,CDE,2024,Gross,Forecast,Dec,510767016,6.2594,287743355,0.0519
TH,CDE,2024,Net,Actual,Jan,2147787204,,1620478431,0.2066
TH,CDE,2024,Net,Actual,Feb,1145648395,0.5334,1047162260,0.1102
TH,CDE,2024,Net,Actual,Mar,156922469,0.137,74325593,0.0151
TH,CDE,2024,Net,Actual,Apr,1156489572,7.3698,402362651,0.1112
TH,CDE,2024,Net,Actual,May,1733372456,1.4988,74475945,0.1667
TH,CDE,2024,Net,Actual,Jun,1164004553,0.6715,127269912,0.1119
TH,CDE,2024,Net,Actual,Jul,494457988,0.4248,241154824,0.0476
TH,CDE,2024,Net,Actual,Aug,107392382,0.2172,-603464697,0.0103
TH,CDE,2024,Net,Actual,Sep,804144872,7.4879,242081453,0.0773
TH,CDE,2024,Net,Actual,Oct,712774238,0.8864,-361362574,0.0685
TH,CDE,2024,Net,Actual,Nov,299431120,0.4201,83435028,0.0288
TH,CDE,2024,Net,Actual,Dec,475722943,1.5888,378896761,0.0458
TH,CDE,2024,Net,Budget,Jan,527308773,,0,0.0746
TH,CDE,2024,Net,Budget,Feb,98486135,0.1868,0,0.0139
TH,CDE,2024,Net,Budget,Mar,82596876,0.8387,0,0.0117
TH,CDE,2024,Net,Budget,Apr,754126921,9.1302,0,0.1066
TH,CDE,2024,Net,Budget,May,1658896511,2.1998,0,0.2346
TH,CDE,2024,Net,Budget,Jun,1036734641,0.625,0,0.1466
TH,CDE,2024,Net,Budget,Jul,253303164,0.2443,0,0.0358
TH,CDE,2024,Net,Budget,Aug,710857079,2.8063,0,0.1005
TH,CDE,2024,Net,Budget,Sep,562063419,0.7907,0,0.0795
TH,CDE,2024,Net,Budget,Oct,1074136812,1.9111,0,0.1519
TH,CDE,2024,Net,Budget,Nov,215996092,0.2011,0,0.0305
TH,CDE,2024,Net,Budget,Dec,96826182,0.4483,0,0.0137
TH,CDE,2024,Net,Forecast,Jan,1662754202,,1135445429,0.2084
TH,CDE,2024,Net,Forecast,Feb,194312921,0.1169,95826786,0.0244
TH,CDE,2024,Net,Forecast,Mar,1491601298,7.6763,1409004422,0.187
TH,CDE,2024,Net,Forecast,Apr,203755033,0.1366,-550371888,0.0255
TH,CDE,2024,Net,Forecast,May,1693291003,8.3104,34394492,0.2122
TH,CDE,2024,Net,Forecast,Jun,52484194,0.031,-984250447,0.0066
TH,CDE,2024,Net,Forecast,Jul,493088642,9.395,239785478,0.0618
TH,CDE,2024,Net,Forecast,Aug,412757971,0.8371,-298099108,0.0517
TH,CDE,2024,Net,Forecast,Sep,267178326,0.6473,-294885093,0.0335
TH,CDE,2024,Net,Forecast,Oct,741294314,2.7745,-332842498,0.0929
TH,CDE,2024,Net,Forecast,Nov,222413240,0.3,6417148,0.0279
TH,CDE,2024,Net,Forecast,Dec,543368105,2.4431,446541923,0.0681
TH,CDE,2024,Op,Actual,Jan,1496191832,,-14249545,0.1561
TH,CDE,2024,Op,Actual,Feb,286744040,0.1916,-69019929,0.0299
TH,CDE,2024,Op,Actual,Mar,1676645637,5.8472,125692867,0.1749
TH,CDE,2024,Op,Actual,Apr,581731161,0.347,238415411,0.0607
TH,CDE,2024,Op,Actual,May,1281547030,2.203,-385070099,0.1337
TH,CDE,2024,Op,Actual,Jun,1247796241,0.9737,1117499820,0.1302
