product,year,region,rev_op_type,sales_budget_type,month,amount
CDE,2025,TR,Net,Forecast,Aug,741909071
CDE,2025,TR,Net,Forecast,Dec,531814425
CDE,2025,TR,Net,Forecast,Feb,5220756357
CDE,2025,TR,Net,Forecast,Jan,4770194326
CDE,2025,TR,Net,Forecast,Jul,3595892590
CDE,2025,TR,Net,Forecast,Jun,2830526466
CDE,2025,TR,Net,Forecast,Mar,3038840263
CDE,2025,TR,Net,Forecast,May,375870969
CDE,2025,TR,Net,Forecast,Nov,1980959605
CDE,2025,TR,Net,Forecast,Oct,1206437172
CDE,2025,TR,Net,Forecast,Sep,1592001854
CDE,2025,TR,Op,Actual,Apr,3875429387
CDE,2025,TR,Op,Actual,Aug,5858958023
CDE,2025,TR,Op,Actual,Dec,804159210
CDE,2025,TR,Op,Actual,Feb,3180162375
CDE,2025,TR,Op,Actual,Jan,5131702865
CDE,2025,TR,Op,Actual,Jul,2019450185
CDE,2025,TR,Op,Actual,Jun,2637689424
CDE,2025,TR,Op,Actual,Mar,934916249
CDE,2025,TR,Op,Actual,May,4576682803
CDE,2025,TR,Op,Actual,Nov,4342537686
CDE,2025,TR,Op,Actual,Oct,2043506258
CDE,2025,TR,Op,Actual,Sep,2653756302
CDE,2025,TR,Op,Budget,Apr,543301101
CDE,2025,TR,Op,Budget,Aug,2212510019
CDE,2025,TR,Op,Budget,Dec,58279435
CDE,2025,TR,Op,Budget,Feb,3631399072
CDE,2025,TR,Op,Budget,Jan,4532163408
CDE,2025,TR,Op,Budget,Jul,1434420732
CDE,2025,TR,Op,Budget,Jun,3573306103
CDE,2025,TR,Op,Budget,Mar,2475020779
CDE,2025,TR,Op,Budget,May,3238763050
CDE,2025,TR,Op,Budget,Nov,4850595837
CDE,2025,TR,Op,Budget,Oct,339369544
CDE,2025,TR,Op,Budget,Sep,2457934646
CDE,2025,TR,Op,Forecast,Apr,3660287703
CDE,2025,TR,Op,Forecast,Aug,635695113
CDE,2025,TR,Op,Forecast,Dec,960319584
CDE,2025,TR,Op,Forecast,Feb,2313162657
CDE,2025,TR,Op,Forecast,Jan,5486941387
CDE,2025,TR,Op,Forecast,Jul,2254103980
CDE,2025,TR,Op,Forecast,Jun,2664004394
CDE,2025,TR,Op,Forecast,Mar,908091157
CDE,2025,TR,Op,Forecast,May,1307512475
CDE,2025,TR,Op,Forecast,Nov,1686759529
CDE,2025,TR,Op,Forecast,Oct,3705922232
CDE,2025,TR,Op,Forecast,Sep,870434683
CDE,2025,TTL VSA,Gross,Actual,Apr,32511082738
CDE,2025,TTL VSA,Gross,Actual,Aug,32505743559
CDE,2025,TTL VSA,Gross,Actual,Dec,30525187200
CDE,2025,TTL VSA,Gross,Actual,Feb,6260102829
CDE,2025,TTL VSA,Gross,Actual,Jan,18242867529
CDE,2025,TTL VSA,Gross,Actual,Jul,25818711299
CDE,2025,TTL VSA,Gross,Actual,Jun,29559092463
CDE,2025,TTL VSA,Gross,Actual,Mar,16376068431
CDE,2025,TTL VSA,Gross,Actual,May,13228467912
CDE,2025,TTL VSA,Gross,Actual,Nov,13165905401
CDE,2025,TTL VSA,Gross,Actual,Oct,3863739214
CDE,2025,TTL VSA,Gross,Actual,Sep,42321632352
CDE,2025,TTL VSA,Gross,Budget,Apr,2949265169
CDE,2025,TTL VSA,Gross,Budget,Aug,18427233900
CDE,2025,TTL VSA,Gross,Budget,Dec,1195241183
CDE,2025,TTL VSA,Gross,Budget,Feb,41473817074
CDE,2025,TTL VSA,Gross,Budget,Jan,12534469424
CDE,2025,TTL VSA,Gross,Budget,Jul,2691101677
CDE,2025,TTL VSA,Gross,Budget,Jun,28340991507
CDE,2025,TTL VSA,Gross,Budget,Mar,25405345191
CDE,2025,TTL VSA,Gross,Budget,May,1270489920
CDE,2025,TTL VSA,Gross,Budget,Nov,33751640702
CDE,2025,TTL VSA,Gross,Budget,Oct,840684508
CDE,2025,TTL VSA,Gross,Budget,Sep,61927589527
CDE,2025,TTL VSA,Gross,Forecast,Apr,34451356600
CDE,2025,TTL VSA,Gross,Forecast,Aug,42334411903
CDE,2025,TTL VSA,Gross,Forecast,Dec,6307449232
CDE,2025,TTL VSA,Gross,Forecast,Feb,38697369551
CDE,2025,TTL VSA,Gross,Forecast,Jan,3974286065
CDE,2025,TTL VSA,Gross,Forecast,Jul,28458956998
CDE,2025,TTL VSA,Gross,Forecast,Jun,16366679342
CDE,2025,TTL VSA,Gross,Forecast,Mar,25552937044
CDE,2025,TTL VSA,Gross,Forecast,May,22042836941
CDE,2025,TTL VSA,Gross,Forecast,Nov,20238071773
CDE,2025,TTL VSA,Gross,Forecast,Oct,30944653296
CDE,2025,TTL VSA,Gross,Forecast,Sep,5018475740
CDE,2025,TTL VSA,Net,Actual,Apr,638229056
CDE,2025,TTL VSA,Net,Actual,Aug,9515217031
CDE,2025,TTL VSA,Net,Actual,Dec,5289915778
CDE,2025,TTL VSA,Net,Actual,Feb,28005211569
CDE,2025,TTL VSA,Net,Actual,Jan,2082468371
CDE,2025,TTL VSA,Net,Actual,Jul,32900414815
CDE,2025,TTL VSA,Net,Actual,Jun,20907244854
CDE,2025,TTL VSA,Net,Actual,Mar,12519187313
CDE,2025,TTL VSA,Net,Actual,May,10886148204
CDE,2025,TTL VSA,Net,Actual,Nov,20977044442
CDE,2025,TTL VSA,Net,Actual,Oct,27164279232
CDE,2025,TTL VSA,Net,Actual,Sep,15031229671
CDE,2025,TTL VSA,Net,Budget,Apr,20067672130
CDE,2025,TTL VSA,Net,Budget,Aug,30287297744
CDE,2025,TTL VSA,Net,Budget,Dec,15091002656
CDE,2025,TTL VSA,Net,Budget,Feb,17375033380
CDE,2025,TTL VSA,Net,Budget,Jan,15127311959
CDE,2025,TTL VSA,Net,Budget,Jul,30475054287
CDE,2025,TTL VSA,Net,Budget,Jun,9623048734
CDE,2025,TTL VSA,Net,Budget,Mar,9055471509
CDE,2025,TTL VSA,Net,Budget,May,11080046186
CDE,2025,TTL VSA,Net,Budget,Nov,24983333055
CDE,2025,TTL VSA,Net,Budget,Oct,13072482658
CDE,2025,TTL VSA,Net,Budget,Sep,44909179997
CDE,2025,TTL VSA,Net,Forecast,Apr,9986584376
CDE,2025,TTL VSA,Net,Forecast,Aug,14993041372
CDE,2025,TTL VSA,Net,Forecast,Dec,493701299
CDE,2025,TTL VSA,Net,Forecast,Feb,4949244651
CDE,2025,TTL VSA,Net,Forecast,Jan,9023309706
CDE,2025,TTL VSA,Net,Forecast,Jul,20974747769
CDE,2025,TTL VSA,Net,Forecast,Jun,1608256577
CDE,2025,TTL VSA,Net,Forecast,Mar,32521574774
CDE,2025,TTL VSA,Net,Forecast,May,8203720466
CDE,2025,TTL VSA,Net,Forecast,Nov,13447710078
CDE,2025,TTL VSA,Net,Forecast,Oct,28816271413
CDE,2025,TTL VSA,Net,Forecast,Sep,16072507443
CDE,2025,TTL VSA,Op,Actual,Apr,18946924631
CDE,2025,TTL VSA,Op,Actual,Aug,30035359580
CDE,2025,TTL VSA,Op,Actual,Dec,31209638353
CDE,2025,TTL VSA,Op,Actual,Feb,310228041
CDE,2025,TTL VSA,Op,Actual,Jan,7152846276
CDE,2025,TTL VSA,Op,Actual,Jul,32173961474
CDE,2025,TTL VSA,Op,Actual,Jun,5684325864
CDE,2025,TTL VSA,Op,Actual,Mar,23127565611
CDE,2025,TTL VSA,Op,Actual,May,9054576247
CDE,2025,TTL VSA,Op,Actual,Nov,38541371441
CDE,2025,TTL VSA,Op,Actual,Oct,34448901998
CDE,2025,TTL VSA,Op,Actual,Sep,4770612042
CDE,2025,TTL VSA,Op,Budget,Apr,19077953387
CDE,2025,TTL VSA,Op,Budget,Aug,20824646129
CDE,2025,TTL VSA,Op,Budget,Dec,39020129383
CDE,2025,TTL VSA,Op,Budget,Feb,13424792904
CDE,2025,TTL VSA,Op,Budget,Jan,11226794453
CDE,2025,TTL VSA,Op,Budget,Jul,40339321636
CDE,2025,TTL VSA,Op,Budget,Jun,24548756861
CDE,2025,TTL VSA,Op,Budget,Mar,16573994212
CDE,2025,TTL VSA,Op,Budget,May,13401875502
CDE,2025,TTL VSA,Op,Budget,Nov,34700708
CDE,2025,TTL VSA,Op,Budget,Oct,40546712370
CDE,2025,TTL VSA,Op,Budget,Sep,18957105657
CDE,2025,TTL VSA,Op,Forecast,Apr,40391782951
CDE,2025,TTL VSA,Op,Forecast,Aug,31817254558
CDE,2025,TTL VSA,Op,Forecast,Dec,20985083991
CDE,2025,TTL VSA,Op,Forecast,Feb,41443387123
CDE,2025,TTL VSA,Op,Forecast,Jan,12502455803
CDE,2025,TTL VSA,Op,Forecast,Jul,4432928648
CDE,2025,TTL VSA,Op,Forecast,Jun,884522655
CDE,2025,TTL VSA,Op,Forecast,Mar,30378925541
CDE,2025,TTL VSA,Op,Forecast,May,2496800232
CDE,2025,TTL VSA,Op,Forecast,Nov,38624501446
CDE,2025,TTL VSA,Op,Forecast,Oct,33583858818
CDE,2025,TTL VSA,Op,Forecast,Sep,8298078815
CDE,2025,TTL VSCN,Gross,Actual,Apr,3347792908
CDE,2025,TTL VSCN,Gross,Actual,Aug,9637563478
CDE,2025,TTL VSCN,Gross,Actual,Dec,8732174627
CDE,2025,TTL VSCN,Gross,Actual,Feb,2843790408
CDE,2025,TTL VSCN,Gross,Actual,Jan,3761188619
CDE,2025,TTL VSCN,Gross,Actual,Jul,7360585775
CDE,2025,TTL VSCN,Gross,Actual,Jun,4678628954
CDE,2025,TTL VSCN,Gross,Actual,Mar,10573556263
CDE,2025,TTL VSCN,Gross,Actual,May,10411662337
CDE,2025,TTL VSCN,Gross,Actual,Nov,10806352760
CDE,2025,TTL VSCN,Gross,Actual,Oct,631226838
CDE,2025,TTL VSCN,Gross,Actual,Sep,917759500
CDE,2025,TTL VSCN,Gross,Budget,Apr,3958301381
CDE,2025,TTL VSCN,Gross,Budget,Aug,5146314426
CDE,2025,TTL VSCN,Gross,Budget,Dec,5134008689
CDE,2025,TTL VSCN,Gross,Budget,Feb,7508264451
CDE,2025,TTL VSCN,Gross,Budget,Jan,2515057621
CDE,2025,TTL VSCN,Gross,Budget,Jul,1253951710
CDE,2025,TTL VSCN,Gross,Budget,Jun,4017885239
CDE,2025,TTL VSCN,Gross,Budget,Mar,8101986428
CDE,2025,TTL VSCN,Gross,Budget,May,3019227921
CDE,2025,TTL VSCN,Gross,Budget,Nov,7878712872
CDE,2025,TTL VSCN,Gross,Budget,Oct,2903309846
CDE,2025,TTL VSCN,Gross,Budget,Sep,5253674288
CDE,2025,TTL VSCN,Gross,Forecast,Apr,3333434756
CDE,2025,TTL VSCN,Gross,Forecast,Aug,6025632787
CDE,2025,TTL VSCN,Gross,Forecast,Dec,2493286671
CDE,2025,TTL VSCN,Gross,Forecast,Feb,554211409
CDE,2025,TTL VSCN,Gross,Forecast,Jan,1867213333
CDE,2025,TTL VSCN,Gross,Forecast,Jul,4453427731
CDE,2025,TTL VSCN,Gross,Forecast,Jun,7522205139
CDE,2025,TTL VSCN,Gross,Forecast,Mar,2951496181
CDE,2025,TTL VSCN,Gross,Forecast,May,6131657122
CDE,2025,TTL VSCN,Gross,Forecast,Nov,2377925423
CDE,2025,TTL VSCN,Gross,Forecast,Oct,7200616258
CDE,2025,TTL VSCN,Gross,Forecast,Sep,8182629482
CDE,2025,TTL VSCN,Net,Actual,Apr,1128585127
CDE,2025,TTL VSCN,Net,Actual,Aug,2298725305
CDE,2025,TTL VSCN,Net,Actual,Dec,5012348588
CDE,2025,TTL VSCN,Net,Actual,Feb,8359693851
CDE,2025,TTL VSCN,Net,Actual,Jan,462913553
CDE,2025,TTL VSCN,Net,Actual,Jul,4925576463
CDE,2025,TTL VSCN,Net,Actual,Jun,4274658787
CDE,2025,TTL VSCN,Net,Actual,Mar,6141356404
CDE,2025,TTL VSCN,Net,Actual,May,5425025141
CDE,2025,TTL VSCN,Net,Actual,Nov,63208023
CDE,2025,TTL VSCN,Net,Actual,Oct,9991123140
CDE,2025,TTL VSCN,Net,Actual,Sep,3155337321
CDE,2025,TTL VSCN,Net,Budget,Apr,4825963249
CDE,2025,TTL VSCN,Net,Budget,Aug,2949995555
CDE,2025,TTL VSCN,Net,Budget,Dec,6715440626
CDE,2025,TTL VSCN,Net,Budget,Feb,667804367
CDE,2025,TTL VSCN,Net,Budget,Jan,12086187883
CDE,2025,TTL VSCN,Net,Budget,Jul,8603754505
CDE,2025,TTL VSCN,Net,Budget,Jun,1287172665
CDE,2025,TTL VSCN,Net,Budget,Mar,4104725717
CDE,2025,TTL VSCN,Net,Budget,May,201339504
CDE,2025,TTL VSCN,Net,Budget,Nov,8410426069
CDE,2025,TTL VSCN,Net,Budget,Oct,9282577586
CDE,2025,TTL VSCN,Net,Budget,Sep,5469451079
CDE,2025,TTL VSCN,Net,Forecast,Apr,1786617955
CDE,2025,TTL VSCN,Net,Forecast,Aug,4332879598
CDE,2025,TTL VSCN,Net,Forecast,Dec,10478543698
CDE,2025,TTL VSCN,Net,Forecast,Feb,5326402774
CDE,2025,TTL VSCN,Net,Forecast,Jan,5422931327
CDE,2025,TTL VSCN,Net,Forecast,Jul,1590956800
CDE,2025,TTL VSCN,Net,Forecast,Jun,5037751866
CDE,2025,TTL VSCN,Net,Forecast,Mar,6401558445
CDE,2025,TTL VSCN,Net,Forecast,May,8129009740
CDE,2025,TTL VSCN,Net,Forecast,Nov,9280692212
CDE,2025,TTL VSCN,Net,Forecast,Oct,8121650094
CDE,2025,TTL VSCN,Net,Forecast,Sep,3846200977
CDE,2025,TTL VSCN,Op,Actual,Apr,3080937768
CDE,2025,TTL VSCN,Op,Actual,Aug,3505438557
CDE,2025,TTL VSCN,Op,Actual,Dec,6181241903
CDE,2025,TTL VSCN,Op,Actual,Feb,9119354131
CDE,2025,TTL VSCN,Op,Actual,Jan,7743791936
CDE,2025,TTL VSCN,Op,Actual,Jul,7594434458
CDE,2025,TTL VSCN,Op,Actual,Jun,5728293408
CDE,2025,TTL VSCN,Op,Actual,Mar,7080896491
CDE,2025,TTL VSCN,Op,Actual,May,2432270971
CDE,2025,TTL VSCN,Op,Actual,Nov,5321622448
CDE,2025,TTL VSCN,Op,Actual,Oct,7900716066
CDE,2025,TTL VSCN,Op,Actual,Sep,6509127649
CDE,2025,TTL VSCN,Op,Budget,Apr,6991394380
CDE,2025,TTL VSCN,Op,Budget,Aug,1834017713
CDE,2025,TTL VSCN,Op,Budget,Dec,6572195536
CDE,2025,TTL VSCN,Op,Budget,Feb,2607484666
CDE,2025,TTL VSCN,Op,Budget,Jan,3844156976
CDE,2025,TTL VSCN,Op,Budget,Jul,166270451
CDE,2025,TTL VSCN,Op,Budget,Jun,708470654
CDE,2025,TTL VSCN,Op,Budget,Mar,6053344056
CDE,2025,TTL VSCN,Op,Budget,May,7043979550
CDE,2025,TTL VSCN,Op,Budget,Nov,3323292861
CDE,2025,TTL VSCN,Op,Budget,Oct,2892833108
CDE,2025,TTL VSCN,Op,Budget,Sep,4902615973
CDE,2025,TTL VSCN,Op,Forecast,Apr,1150393100
CDE,2025,TTL VSCN,Op,Forecast,Aug,5869361120
CDE,2025,TTL VSCN,Op,Forecast,Dec,717214274
CDE,2025,TTL VSCN,Op,Forecast,Feb,2068045503
CDE,2025,TTL VSCN,Op,Forecast,Jan,2434091656
CDE,2025,TTL VSCN,Op,Forecast,Jul,5975637761
CDE,2025,TTL VSCN,Op,Forecast,Jun,225329575
CDE,2025,TTL VSCN,Op,Forecast,Mar,11218515863
CDE,2025,TTL VSCN,Op,Forecast,May,3360813138
CDE,2025,TTL VSCN,Op,Forecast,Nov,2323934872
CDE,2025,TTL VSCN,Op,Forecast,Oct,8126654146
CDE,2025,TTL VSCN,Op,Forecast,Sep,6601746971
CDE,2025,TTL VSE,Gross,Actual,Apr,3941222540
CDE,2025,TTL VSE,Gross,Actual,Aug,3860194656
CDE,2025,TTL VSE,Gross,Actual,Dec,18221770949
CDE,2025,TTL VSE,Gross,Actual,Feb,9207649414
CDE,2025,TTL VSE,Gross,Actual,Jan,583182765
CDE,2025,TTL VSE,Gross,Actual,Jul,10883024189
CDE,2025,TTL VSE,Gross,Actual,Jun,15449960679
CDE,2025,TTL VSE,Gross,Actual,Mar,11224538524
CDE,2025,TTL VSE,Gross,Actual,May,17263470722
CDE,2025,TTL VSE,Gross,Actual,Nov,2270408677
CDE,2025,TTL VSE,Gross,Actual,Oct,3561706131
CDE,2025,TTL VSE,Gross,Actual,Sep,3668679717
CDE,2025,TTL VSE,Gross,Budget,Apr,25955796412
CDE,2025,TTL VSE,Gross,Budget,Aug,17435210515
CDE,2025,TTL VSE,Gross,Budget,Dec,17101036159
CDE,2025,TTL VSE,Gross,Budget,Feb,19473872751
CDE,2025,TTL VSE,Gross,Budget,Jan,3672420479
CDE,2025,TTL VSE,Gross,Budget,Jul,276985575
CDE,2025,TTL VSE,Gross,Budget,Jun,6514536169
CDE,2025,TTL VSE,Gross,Budget,Mar,20391530612
CDE,2025,TTL VSE,Gross,Budget,May,18643810139
CDE,2025,TTL VSE,Gross,Budget,Nov,28417359693
CDE,2025,TTL VSE,Gross,Budget,Oct,34288975243
CDE,2025,TTL VSE,Gross,Budget,Sep,23545707667
CDE,2025,TTL VSE,Gross,Forecast,Apr,18749166626
CDE,2025,TTL VSE,Gross,Forecast,Aug,27718113992
CDE,2025,TTL VSE,Gross,Forecast,Dec,5263132964
CDE,2025,TTL VSE,Gross,Forecast,Feb,14007270719
CDE,2025,TTL VSE,Gross,Forecast,Jan,30529218748
CDE,2025,TTL VSE,Gross,Forecast,Jul,26714318163
CDE,2025,TTL VSE,Gross,Forecast,Jun,18386227932
CDE,2025,TTL VSE,Gross,Forecast,Mar,23634002347
CDE,2025,TTL VSE,Gross,Forecast,May,14667045015
CDE,2025,TTL VSE,Gross,Forecast,Nov,37277629472
CDE,2025,TTL VSE,Gross,Forecast,Oct,580513821
CDE,2025,TTL VSE,Gross,Forecast,Sep,36618840901
CDE,2025,TTL VSE,Net,Actual,Apr,3428939919
CDE,2025,TTL VSE,Net,Actual,Aug,3717443468
CDE,2025,TTL VSE,Net,Actual,Dec,28633411297
CDE,2025,TTL VSE,Net,Actual,Feb,33846846750
CDE,2025,TTL VSE,Net,Actual,Jan,32513342067
CDE,2025,TTL VSE,Net,Actual,Jul,7196418539
CDE,2025,TTL VSE,Net,Actual,Jun,20772130607
CDE,2025,TTL VSE,Net,Actual,Mar,12292957725
CDE,2025,TTL VSE,Net,Actual,May,585173404
CDE,2025,TTL VSE,Net,Actual,Nov,35430483796
CDE,2025,TTL VSE,Net,Actual,Oct,68796621861
CDE,2025,TTL VSE,Net,Actual,Sep,10149498810
CDE,2025,TTL VSE,Net,Budget,Apr,11891307192
CDE,2025,TTL VSE,Net,Budget,Aug,19802021443
CDE,2025,TTL VSE,Net,Budget,Dec,33963092969
CDE,2025,TTL VSE,Net,Budget,Feb,12478224471
CDE,2025,TTL VSE,Net,Budget,Jan,16344241337
CDE,2025,TTL VSE,Net,Budget,Jul,13672642636
CDE,2025,TTL VSE,Net,Budget,Jun,8282256182
CDE,2025,TTL VSE,Net,Budget,Mar,35453833312
CDE,2025,TTL VSE,Net,Budget,May,12598429500
CDE,2025,TTL VSE,Net,Budget,Nov,78737867808
CDE,2025,TTL VSE,Net,Budget,Oct,1952494888
CDE,2025,TTL VSE,Net,Budget,Sep,3660741707
CDE,2025,TTL VSE,Net,Forecast,Apr,7948694026
CDE,2025,TTL VSE,Net,Forecast,Aug,757132073
CDE,2025,TTL VSE,Net,Forecast,Dec,16212863857
CDE,2025,TTL VSE,Net,Forecast,Feb,65262022159
CDE,2025,TTL VSE,Net,Forecast,Jan,8002588859
CDE,2025,TTL VSE,Net,Forecast,Jul,6174490238
CDE,2025,TTL VSE,Net,Forecast,Jun,987604334
CDE,2025,TTL VSE,Net,Forecast,Mar,75265085310
CDE,2025,TTL VSE,Net,Forecast,May,10852138666
CDE,2025,TTL VSE,Net,Forecast,Nov,32433110083
CDE,2025,TTL VSE,Net,Forecast,Oct,52761775513
CDE,2025,TTL VSE,Net,Forecast,Sep,5349920514
CDE,2025,TTL VSE,Op,Actual,Apr,11815835536
CDE,2025,TTL VSE,Op,Actual,Aug,23687176718
CDE,2025,TTL VSE,Op,Actual,Dec,13762274711
CDE,2025,TTL VSE,Op,Actual,Feb,12872313731
CDE,2025,TTL VSE,Op,Actual,Jan,23191420477
CDE,2025,TTL VSE,Op,Actual,Jul,1092323508
CDE,2025,TTL VSE,Op,Actual,Jun,10772634936
CDE,2025,TTL VSE,Op,Actual,Mar,47297520811
CDE,2025,TTL VSE,Op,Actual,May,7937040016
CDE,2025,TTL VSE,Op,Actual,Nov,39706309629
CDE,2025,TTL VSE,Op,Actual,Oct,62135920532
CDE,2025,TTL VSE,Op,Actual,Sep,12456436418
CDE,2025,TTL VSE,Op,Budget,Apr,1595172036
CDE,2025,TTL VSE,Op,Budget,Aug,6676107304
CDE,2025,TTL VSE,Op,Budget,Dec,51182768507
CDE,2025,TTL VSE,Op,Budget,Feb,29163051921
CDE,2025,TTL VSE,Op,Budget,Jan,23385822510
CDE,2025,TTL VSE,Op,Budget,Jul,23061362053
CDE,2025,TTL VSE,Op,Budget,Jun,9519600835
CDE,2025,TTL VSE,Op,Budget,Mar,60268406441
CDE,2025,TTL VSE,Op,Budget,May,12425395839
CDE,2025,TTL VSE,Op,Budget,Nov,22298694642
CDE,2025,TTL VSE,Op,Budget,Oct,1642735528
CDE,2025,TTL VSE,Op,Budget,Sep,17061664940
CDE,2025,TTL VSE,Op,Forecast,Apr,16691410775
CDE,2025,TTL VSE,Op,Forecast,Aug,24112135603
CDE,2025,TTL VSE,Op,Forecast,Dec,29932306635
CDE,2025,TTL VSE,Op,Forecast,Feb,10675643757
CDE,2025,TTL VSE,Op,Forecast,Jan,14034588189
CDE,2025,TTL VSE,Op,Forecast,Jul,21447120958
CDE,2025,TTL VSE,Op,Forecast,Jun,3721471109
CDE,2025,TTL VSE,Op,Forecast,Mar,32004351750
CDE,2025,TTL VSE,Op,Forecast,May,8078118906
CDE,2025,TTL VSE,Op,Forecast,Nov,25925388377
CDE,2025,TTL VSE,Op,Forecast,Oct,37852124154
CDE,2025,TTL VSE,Op,Forecast,Sep,29662491383
CDE,2025,TTL VSEE,Gross,Actual,Apr,3354807642
CDE,2025,TTL VSEE,Gross,Actual,Aug,1052131506
CDE,2025,TTL VSEE,Gross,Actual,Dec,3149863274
CDE,2025,TTL VSEE,Gross,Actual,Feb,1665061396
CDE,2025,TTL VSEE,Gross,Actual,Jan,2439064819
CDE,2025,TTL VSEE,Gross,Actual,Jul,2217707333
CDE,2025,TTL VSEE,Gross,Actual,Jun,9751228504
CDE,2025,TTL VSEE,Gross,Actual,Mar,642476357
CDE,2025,TTL VSEE,Gross,Actual,May,3263418394
CDE,2025,TTL VSEE,Gross,Actual,Nov,15691592312
CDE,2025,TTL VSEE,Gross,Actual,Oct,3019292915
CDE,2025,TTL VSEE,Gross,Actual,Sep,38284632
CDE,2025,TTL VSEE,Gross,Budget,Apr,2037451979
CDE,2025,TTL VSEE,Gross,Budget,Aug,6653422680
CDE,2025,TTL VSEE,Gross,Budget,Dec,1286440828
CDE,2025,TTL VSEE,Gross,Budget,Feb,5783642968
CDE,2025,TTL VSEE,Gross,Budget,Jan,9357313223
CDE,2025,TTL VSEE,Gross,Budget,Jul,3410530408
CDE,2025,TTL VSEE,Gross,Budget,Jun,4874670172
CDE,2025,TTL VSEE,Gross,Budget,Mar,8280492244
CDE,2025,TTL VSEE,Gross,Budget,May,5070045554
CDE,2025,TTL VSEE,Gross,Budget,Nov,7834115528
CDE,2025,TTL VSEE,Gross,Budget,Oct,1410464184
CDE,2025,TTL VSEE,Gross,Budget,Sep,16499881557
CDE,2025,TTL VSEE,Gross,Forecast,Apr,7412021596
CDE,2025,TTL VSEE,Gross,Forecast,Aug,8730066564
CDE,2025,TTL VSEE,Gross,Forecast,Dec,2329909009
CDE,2025,TTL VSEE,Gross,Forecast,Feb,3203889067
CDE,2025,TTL VSEE,Gross,Forecast,Jan,14808624520
CDE,2025,TTL VSEE,Gross,Forecast,Jul,5716418639
CDE,2025,TTL VSEE,Gross,Forecast,Jun,9110362864
CDE,2025,TTL VSEE,Gross,Forecast,Mar,9573891960
CDE,2025,TTL VSEE,Gross,Forecast,May,4881206817
CDE,2025,TTL VSEE,Gross,Forecast,Nov,342869155
CDE,2025,TTL VSEE,Gross,Forecast,Oct,8100522558
CDE,2025,TTL VSEE,Gross,Forecast,Sep,8531539756
CDE,2025,TTL VSEE,Net,Actual,Apr,977288069
CDE,2025,TTL VSEE,Net,Actual,Aug,1692928004
CDE,2025,TTL VSEE,Net,Actual,Dec,5376041853
CDE,2025,TTL VSEE,Net,Actual,Feb,42384471255
CDE,2025,TTL VSEE,Net,Actual,Jan,8034795561
CDE,2025,TTL VSEE,Net,Actual,Jul,2688896029
CDE,2025,TTL VSEE,Net,Actual,Jun,4281928202
CDE,2025,TTL VSEE,Net,Actual,Mar,43834701182
CDE,2025,TTL VSEE,Net,Actual,May,1196139249
CDE,2025,TTL VSEE,Net,Actual,Nov,58948154921
CDE,2025,TTL VSEE,Net,Actual,Oct,14634162767
CDE,2025,TTL VSEE,Net,Actual,Sep,12564460922
CDE,2025,TTL VSEE,Net,Budget,Apr,2644317397
CDE,2025,TTL VSEE,Net,Budget,Aug,4757633775
CDE,2025,TTL VSEE,Net,Budget,Dec,33344360151
CDE,2025,TTL VSEE,Net,Budget,Feb,51087341279
CDE,2025,TTL VSEE,Net,Budget,Jan,9404677445
CDE,2025,TTL VSEE,Net,Budget,Jul,466809988
CDE,2025,TTL VSEE,Net,Budget,Jun,2668350116
CDE,2025,TTL VSEE,Net,Budget,Mar,40173429344
CDE,2025,TTL VSEE,Net,Budget,May,1242253397
CDE,2025,TTL VSEE,Net,Budget,Nov,18540467689
CDE,2025,TTL VSEE,Net,Budget,Oct,42592203022
CDE,2025,TTL VSEE,Net,Budget,Sep,10287451526
CDE,2025,TTL VSEE,Net,Forecast,Apr,3645457765
CDE,2025,TTL VSEE,Net,Forecast,Aug,1945900259
CDE,2025,TTL VSEE,Net,Forecast,Dec,26600094769
CDE,2025,TTL VSEE,Net,Forecast,Feb,35901718382
CDE,2025,TTL VSEE,Net,Forecast,Jan,7759927301
CDE,2025,TTL VSEE,Net,Forecast,Jul,1723011481
CDE,2025,TTL VSEE,Net,Forecast,Jun,177828314
CDE,2025,TTL VSEE,Net,Forecast,Mar,33785286350
CDE,2025,TTL VSEE,Net,Forecast,May,4379398297
CDE,2025,TTL VSEE,Net,Forecast,Nov,58044111736
CDE,2025,TTL VSEE,Net,Forecast,Oct,52167131014
CDE,2025,TTL VSEE,Net,Forecast,Sep,6640308377
CDE,2025,TTL VSEE,Op,Actual,Apr,4757779253
CDE,2025,TTL VSEE,Op,Actual,Aug,4602866756
CDE,2025,TTL VSEE,Op,Actual,Dec,9770009987
CDE,2025,TTL VSEE,Op,Actual,Feb,22610453342
CDE,2025,TTL VSEE,Op,Actual,Jan,12902545708
CDE,2025,TTL VSEE,Op,Actual,Jul,6735395338
CDE,2025,TTL VSEE,Op,Actual,Jun,7380151192
CDE,2025,TTL VSEE,Op,Actual,Mar,45036079745
CDE,2025,TTL VSEE,Op,Actual,May,2551197405
CDE,2025,TTL VSEE,Op,Actual,Nov,52664815692
CDE,2025,TTL VSEE,Op,Actual,Oct,16583004671
CDE,2025,TTL VSEE,Op,Actual,Sep,12430652186
CDE,2025,TTL VSEE,Op,Budget,Apr,4584947735
CDE,2025,TTL VSEE,Op,Budget,Aug,6114845490
CDE,2025,TTL VSEE,Op,Budget,Dec,13504912896
CDE,2025,TTL VSEE,Op,Budget,Feb,52435191349
